,@type,eg:amount_beneficiaries,eg:county,eg:indicator,eg:n_beneficiaries,eg:state
9300,eg:Record,883000,Graves,Survivors / Widow(er)s and parents,720,Kentucky
9301,eg:Record,264000,Graves,Survivors / Children,335,Kentucky
9302,eg:Record,1988000,Graves,Disability / Disabled workers,1780,Kentucky
9303,eg:Record,11000,Graves,Disability / Spouses,35,Kentucky
9304,eg:Record,100000,Graves,Disability / Children,305,Kentucky
9305,eg:Record,4312000,Graves,Aged 65 or older / Men,2875,Kentucky
9306,eg:Record,4676000,Grayson,Retirement / Retired workers,3935,Kentucky
9307,eg:Record,138000,Grayson,Retirement / Spouses,240,Kentucky
9308,eg:Record,55000,Grayson,Retirement / Children,90,Kentucky
9309,eg:Record,607000,Grayson,Survivors / Widow(er)s and parents,575,Kentucky
9310,eg:Record,200000,Grayson,Survivors / Children,265,Kentucky
9311,eg:Record,1716000,Grayson,Disability / Disabled workers,1535,Kentucky
9312,eg:Record,8000,Grayson,Disability / Spouses,30,Kentucky
9313,eg:Record,98000,Grayson,Disability / Children,300,Kentucky
9314,eg:Record,2631000,Grayson,Aged 65 or older / Men,1975,Kentucky
9315,eg:Record,2103000,Green,Retirement / Retired workers,1915,Kentucky
9316,eg:Record,47000,Green,Retirement / Spouses,90,Kentucky
9317,eg:Record,10000,Green,Retirement / Children,15,Kentucky
9318,eg:Record,209000,Green,Survivors / Widow(er)s and parents,215,Kentucky
9319,eg:Record,67000,Green,Survivors / Children,100,Kentucky
9320,eg:Record,695000,Green,Disability / Disabled workers,640,Kentucky
9321,eg:Record,1000,Green,Disability / Spouses,5,Kentucky
9322,eg:Record,42000,Green,Disability / Children,120,Kentucky
9323,eg:Record,1102000,Green,Aged 65 or older / Men,930,Kentucky
9324,eg:Record,6771000,Greenup,Retirement / Retired workers,4945,Kentucky
9325,eg:Record,335000,Greenup,Retirement / Spouses,455,Kentucky
9326,eg:Record,53000,Greenup,Retirement / Children,70,Kentucky
9327,eg:Record,1088000,Greenup,Survivors / Widow(er)s and parents,875,Kentucky
9328,eg:Record,259000,Greenup,Survivors / Children,320,Kentucky
9329,eg:Record,2545000,Greenup,Disability / Disabled workers,2085,Kentucky
9330,eg:Record,13000,Greenup,Disability / Spouses,40,Kentucky
9331,eg:Record,127000,Greenup,Disability / Children,325,Kentucky
9332,eg:Record,4165000,Greenup,Aged 65 or older / Men,2560,Kentucky
9333,eg:Record,1842000,Hancock,Retirement / Retired workers,1325,Kentucky
9334,eg:Record,89000,Hancock,Retirement / Spouses,120,Kentucky
9335,eg:Record,13000,Hancock,Retirement / Children,20,Kentucky
9336,eg:Record,188000,Hancock,Survivors / Widow(er)s and parents,150,Kentucky
9337,eg:Record,63000,Hancock,Survivors / Children,80,Kentucky
9338,eg:Record,481000,Hancock,Disability / Disabled workers,390,Kentucky
9339,eg:Record,4000,Hancock,Disability / Spouses,10,Kentucky
9340,eg:Record,37000,Hancock,Disability / Children,95,Kentucky
9341,eg:Record,1159000,Hancock,Aged 65 or older / Men,715,Kentucky
9342,eg:Record,15933000,Hardin,Retirement / Retired workers,12725,Kentucky
9343,eg:Record,465000,Hardin,Retirement / Spouses,700,Kentucky
9344,eg:Record,151000,Hardin,Retirement / Children,235,Kentucky
9345,eg:Record,1981000,Hardin,Survivors / Widow(er)s and parents,1750,Kentucky
9346,eg:Record,642000,Hardin,Survivors / Children,790,Kentucky
9347,eg:Record,4753000,Hardin,Disability / Disabled workers,4135,Kentucky
9348,eg:Record,31000,Hardin,Disability / Spouses,90,Kentucky
9349,eg:Record,331000,Hardin,Disability / Children,985,Kentucky
9350,eg:Record,8670000,Hardin,Aged 65 or older / Men,6075,Kentucky
9351,eg:Record,4338000,Harlan,Retirement / Retired workers,3315,Kentucky
9352,eg:Record,252000,Harlan,Retirement / Spouses,420,Kentucky
9353,eg:Record,81000,Harlan,Retirement / Children,125,Kentucky
9354,eg:Record,1249000,Harlan,Survivors / Widow(er)s and parents,1060,Kentucky
9355,eg:Record,344000,Harlan,Survivors / Children,420,Kentucky
9356,eg:Record,3411000,Harlan,Disability / Disabled workers,2590,Kentucky
9357,eg:Record,64000,Harlan,Disability / Spouses,155,Kentucky
9358,eg:Record,222000,Harlan,Disability / Children,545,Kentucky
9359,eg:Record,3029000,Harlan,Aged 65 or older / Men,2070,Kentucky
9360,eg:Record,3555000,Harrison,Retirement / Retired workers,2795,Kentucky
9361,eg:Record,88000,Harrison,Retirement / Spouses,135,Kentucky
9362,eg:Record,22000,Harrison,Retirement / Children,35,Kentucky
9363,eg:Record,384000,Harrison,Survivors / Widow(er)s and parents,335,Kentucky
9364,eg:Record,133000,Harrison,Survivors / Children,180,Kentucky
9365,eg:Record,1016000,Harrison,Disability / Disabled workers,875,Kentucky
9366,eg:Record,4000,Harrison,Disability / Spouses,10,Kentucky
9367,eg:Record,58000,Harrison,Disability / Children,165,Kentucky
9368,eg:Record,1981000,Harrison,Aged 65 or older / Men,1365,Kentucky
9369,eg:Record,2855000,Hart,Retirement / Retired workers,2475,Kentucky
9370,eg:Record,97000,Hart,Retirement / Spouses,170,Kentucky
9371,eg:Record,27000,Hart,Retirement / Children,60,Kentucky
9372,eg:Record,376000,Hart,Survivors / Widow(er)s and parents,385,Kentucky
9373,eg:Record,102000,Hart,Survivors / Children,145,Kentucky
9374,eg:Record,1078000,Hart,Disability / Disabled workers,1005,Kentucky
9375,eg:Record,9000,Hart,Disability / Spouses,25,Kentucky
9376,eg:Record,58000,Hart,Disability / Children,185,Kentucky
9377,eg:Record,1611000,Hart,Aged 65 or older / Men,1265,Kentucky
9378,eg:Record,9381000,Henderson,Retirement / Retired workers,6710,Kentucky
9379,eg:Record,233000,Henderson,Retirement / Spouses,300,Kentucky
9380,eg:Record,69000,Henderson,Retirement / Children,90,Kentucky
9381,eg:Record,978000,Henderson,Survivors / Widow(er)s and parents,770,Kentucky
9382,eg:Record,307000,Henderson,Survivors / Children,380,Kentucky
9383,eg:Record,2682000,Henderson,Disability / Disabled workers,2280,Kentucky
9384,eg:Record,10000,Henderson,Disability / Spouses,30,Kentucky
9385,eg:Record,151000,Henderson,Disability / Children,415,Kentucky
9386,eg:Record,5139000,Henderson,Aged 65 or older / Men,3180,Kentucky
9387,eg:Record,3197000,Henry,Retirement / Retired workers,2490,Kentucky
9388,eg:Record,85000,Henry,Retirement / Spouses,120,Kentucky
9389,eg:Record,17000,Henry,Retirement / Children,30,Kentucky
9390,eg:Record,318000,Henry,Survivors / Widow(er)s and parents,260,Kentucky
9391,eg:Record,111000,Henry,Survivors / Children,130,Kentucky
9392,eg:Record,782000,Henry,Disability / Disabled workers,675,Kentucky
9393,eg:Record,3000,Henry,Disability / Spouses,10,Kentucky
9394,eg:Record,44000,Henry,Disability / Children,120,Kentucky
9395,eg:Record,1735000,Henry,Aged 65 or older / Men,1215,Kentucky
9396,eg:Record,1138000,Hickman,Retirement / Retired workers,895,Kentucky
9397,eg:Record,28000,Hickman,Retirement / Spouses,40,Kentucky
9398,eg:Record,5000,Hickman,Retirement / Children,10,Kentucky
9399,eg:Record,128000,Hickman,Survivors / Widow(er)s and parents,110,Kentucky
9400,eg:Record,26000,Hickman,Survivors / Children,30,Kentucky
9401,eg:Record,297000,Hickman,Disability / Disabled workers,265,Kentucky
9402,eg:Record,2000,Hickman,Disability / Spouses,5,Kentucky
9403,eg:Record,14000,Hickman,Disability / Children,35,Kentucky
9404,eg:Record,635000,Hickman,Aged 65 or older / Men,425,Kentucky
9405,eg:Record,9408000,Hopkins,Retirement / Retired workers,6780,Kentucky
9406,eg:Record,354000,Hopkins,Retirement / Spouses,485,Kentucky
9407,eg:Record,83000,Hopkins,Retirement / Children,120,Kentucky
9408,eg:Record,1296000,Hopkins,Survivors / Widow(er)s and parents,1025,Kentucky
9409,eg:Record,354000,Hopkins,Survivors / Children,420,Kentucky
9410,eg:Record,2778000,Hopkins,Disability / Disabled workers,2320,Kentucky
9411,eg:Record,22000,Hopkins,Disability / Spouses,70,Kentucky
9412,eg:Record,162000,Hopkins,Disability / Children,445,Kentucky
9413,eg:Record,5435000,Hopkins,Aged 65 or older / Men,3365,Kentucky
9414,eg:Record,1807000,Jackson,Retirement / Retired workers,1635,Kentucky
9415,eg:Record,69000,Jackson,Retirement / Spouses,140,Kentucky
9416,eg:Record,20000,Jackson,Retirement / Children,40,Kentucky
9417,eg:Record,304000,Jackson,Survivors / Widow(er)s and parents,330,Kentucky
9418,eg:Record,114000,Jackson,Survivors / Children,160,Kentucky
9419,eg:Record,993000,Jackson,Disability / Disabled workers,915,Kentucky
9420,eg:Record,9000,Jackson,Disability / Spouses,35,Kentucky
9421,eg:Record,62000,Jackson,Disability / Children,175,Kentucky
9422,eg:Record,1086000,Jackson,Aged 65 or older / Men,895,Kentucky
9423,eg:Record,141713000,Jefferson,Retirement / Retired workers,99090,Kentucky
9424,eg:Record,3792000,Jefferson,Retirement / Spouses,4515,Kentucky
9425,eg:Record,879000,Jefferson,Retirement / Children,1280,Kentucky
9426,eg:Record,14288000,Jefferson,Survivors / Widow(er)s and parents,10495,Kentucky
9427,eg:Record,4247000,Jefferson,Survivors / Children,5280,Kentucky
9428,eg:Record,29838000,Jefferson,Disability / Disabled workers,26100,Kentucky
9429,eg:Record,65000,Jefferson,Disability / Spouses,200,Kentucky
9430,eg:Record,1409000,Jefferson,Disability / Children,3985,Kentucky
9431,eg:Record,74142000,Jefferson,Aged 65 or older / Men,45600,Kentucky
9432,eg:Record,8824000,Jessamine,Retirement / Retired workers,6285,Kentucky
9433,eg:Record,280000,Jessamine,Retirement / Spouses,350,Kentucky
9434,eg:Record,62000,Jessamine,Retirement / Children,80,Kentucky
9435,eg:Record,822000,Jessamine,Survivors / Widow(er)s and parents,670,Kentucky
9436,eg:Record,345000,Jessamine,Survivors / Children,405,Kentucky
9437,eg:Record,1979000,Jessamine,Disability / Disabled workers,1700,Kentucky
9438,eg:Record,6000,Jessamine,Disability / Spouses,25,Kentucky
9439,eg:Record,98000,Jessamine,Disability / Children,265,Kentucky
9440,eg:Record,4858000,Jessamine,Aged 65 or older / Men,3010,Kentucky
9441,eg:Record,3789000,Johnson,Retirement / Retired workers,2925,Kentucky
9442,eg:Record,187000,Johnson,Retirement / Spouses,310,Kentucky
9443,eg:Record,46000,Johnson,Retirement / Children,80,Kentucky
9444,eg:Record,755000,Johnson,Survivors / Widow(er)s and parents,680,Kentucky
9445,eg:Record,206000,Johnson,Survivors / Children,265,Kentucky
9446,eg:Record,2367000,Johnson,Disability / Disabled workers,1910,Kentucky
9447,eg:Record,27000,Johnson,Disability / Spouses,90,Kentucky
9448,eg:Record,176000,Johnson,Disability / Children,460,Kentucky
9449,eg:Record,2484000,Johnson,Aged 65 or older / Men,1695,Kentucky
9450,eg:Record,27350000,Kenton,Retirement / Retired workers,18995,Kentucky
9451,eg:Record,765000,Kenton,Retirement / Spouses,895,Kentucky
9452,eg:Record,186000,Kenton,Retirement / Children,255,Kentucky
9453,eg:Record,2663000,Kenton,Survivors / Widow(er)s and parents,1985,Kentucky
9454,eg:Record,970000,Kenton,Survivors / Children,1175,Kentucky
9455,eg:Record,5933000,Kenton,Disability / Disabled workers,5020,Kentucky
9456,eg:Record,21000,Kenton,Disability / Spouses,60,Kentucky
9457,eg:Record,303000,Kenton,Disability / Children,890,Kentucky
9458,eg:Record,14794000,Kenton,Aged 65 or older / Men,9000,Kentucky
9459,eg:Record,2102000,Knott,Retirement / Retired workers,1650,Kentucky
9460,eg:Record,123000,Knott,Retirement / Spouses,210,Kentucky
9461,eg:Record,25000,Knott,Retirement / Children,45,Kentucky
9462,eg:Record,508000,Knott,Survivors / Widow(er)s and parents,460,Kentucky
9463,eg:Record,157000,Knott,Survivors / Children,200,Kentucky
9464,eg:Record,1733000,Knott,Disability / Disabled workers,1320,Kentucky
9465,eg:Record,19000,Knott,Disability / Spouses,45,Kentucky
9466,eg:Record,108000,Knott,Disability / Children,260,Kentucky
9467,eg:Record,1524000,Knott,Aged 65 or older / Men,1055,Kentucky
9468,eg:Record,4300000,Knox,Retirement / Retired workers,3625,Kentucky
9469,eg:Record,195000,Knox,Retirement / Spouses,345,Kentucky
9470,eg:Record,50000,Knox,Retirement / Children,85,Kentucky
9471,eg:Record,798000,Knox,Survivors / Widow(er)s and parents,805,Kentucky
9472,eg:Record,280000,Knox,Survivors / Children,400,Kentucky
9473,eg:Record,2549000,Knox,Disability / Disabled workers,2345,Kentucky
9474,eg:Record,17000,Knox,Disability / Spouses,65,Kentucky
9475,eg:Record,176000,Knox,Disability / Children,545,Kentucky
9476,eg:Record,2573000,Knox,Aged 65 or older / Men,1985,Kentucky
9477,eg:Record,2635000,Larue,Retirement / Retired workers,2135,Kentucky
9478,eg:Record,75000,Larue,Retirement / Spouses,120,Kentucky
9479,eg:Record,23000,Larue,Retirement / Children,35,Kentucky
9480,eg:Record,340000,Larue,Survivors / Widow(er)s and parents,305,Kentucky
9481,eg:Record,83000,Larue,Survivors / Children,120,Kentucky
9482,eg:Record,803000,Larue,Disability / Disabled workers,725,Kentucky
9483,eg:Record,5000,Larue,Disability / Spouses,15,Kentucky
9484,eg:Record,52000,Larue,Disability / Children,150,Kentucky
9485,eg:Record,1474000,Larue,Aged 65 or older / Men,1070,Kentucky
9486,eg:Record,9509000,Laurel,Retirement / Retired workers,7535,Kentucky
9487,eg:Record,352000,Laurel,Retirement / Spouses,565,Kentucky
9488,eg:Record,104000,Laurel,Retirement / Children,165,Kentucky
9489,eg:Record,1360000,Laurel,Survivors / Widow(er)s and parents,1260,Kentucky
9490,eg:Record,505000,Laurel,Survivors / Children,655,Kentucky
9491,eg:Record,4441000,Laurel,Disability / Disabled workers,3840,Kentucky
9492,eg:Record,26000,Laurel,Disability / Spouses,80,Kentucky
9493,eg:Record,283000,Laurel,Disability / Children,760,Kentucky
9494,eg:Record,5748000,Laurel,Aged 65 or older / Men,4045,Kentucky
9495,eg:Record,2489000,Lawrence,Retirement / Retired workers,1935,Kentucky
9496,eg:Record,147000,Lawrence,Retirement / Spouses,230,Kentucky
9497,eg:Record,41000,Lawrence,Retirement / Children,60,Kentucky
9498,eg:Record,511000,Lawrence,Survivors / Widow(er)s and parents,445,Kentucky
9499,eg:Record,128000,Lawrence,Survivors / Children,170,Kentucky
9500,eg:Record,1504000,Lawrence,Disability / Disabled workers,1180,Kentucky
9501,eg:Record,19000,Lawrence,Disability / Spouses,50,Kentucky
9502,eg:Record,108000,Lawrence,Disability / Children,255,Kentucky
9503,eg:Record,1669000,Lawrence,Aged 65 or older / Men,1120,Kentucky
9504,eg:Record,1063000,Lee,Retirement / Retired workers,915,Kentucky
9505,eg:Record,45000,Lee,Retirement / Spouses,85,Kentucky
9506,eg:Record,13000,Lee,Retirement / Children,30,Kentucky
9507,eg:Record,207000,Lee,Survivors / Widow(er)s and parents,210,Kentucky
9508,eg:Record,56000,Lee,Survivors / Children,80,Kentucky
9509,eg:Record,566000,Lee,Disability / Disabled workers,540,Kentucky
9510,eg:Record,5000,Lee,Disability / Spouses,15,Kentucky
9511,eg:Record,30000,Lee,Disability / Children,85,Kentucky
9512,eg:Record,674000,Lee,Aged 65 or older / Men,510,Kentucky
9513,eg:Record,1493000,Leslie,Retirement / Retired workers,1195,Kentucky
9514,eg:Record,108000,Leslie,Retirement / Spouses,175,Kentucky
9515,eg:Record,28000,Leslie,Retirement / Children,45,Kentucky
9516,eg:Record,413000,Leslie,Survivors / Widow(er)s and parents,370,Kentucky
9517,eg:Record,129000,Leslie,Survivors / Children,150,Kentucky
9518,eg:Record,1476000,Leslie,Disability / Disabled workers,1040,Kentucky
9519,eg:Record,27000,Leslie,Disability / Spouses,60,Kentucky
9520,eg:Record,108000,Leslie,Disability / Children,225,Kentucky
9521,eg:Record,1100000,Leslie,Aged 65 or older / Men,780,Kentucky
9522,eg:Record,3761000,Letcher,Retirement / Retired workers,2825,Kentucky
9523,eg:Record,286000,Letcher,Retirement / Spouses,455,Kentucky
9524,eg:Record,58000,Letcher,Retirement / Children,100,Kentucky
9525,eg:Record,930000,Letcher,Survivors / Widow(er)s and parents,815,Kentucky
9526,eg:Record,296000,Letcher,Survivors / Children,360,Kentucky
9527,eg:Record,2799000,Letcher,Disability / Disabled workers,2065,Kentucky
9528,eg:Record,50000,Letcher,Disability / Spouses,110,Kentucky
9529,eg:Record,215000,Letcher,Disability / Children,455,Kentucky
9530,eg:Record,2705000,Letcher,Aged 65 or older / Men,1785,Kentucky
9531,eg:Record,1863000,Lewis,Retirement / Retired workers,1675,Kentucky
9532,eg:Record,65000,Lewis,Retirement / Spouses,130,Kentucky
9533,eg:Record,15000,Lewis,Retirement / Children,30,Kentucky
9534,eg:Record,273000,Lewis,Survivors / Widow(er)s and parents,285,Kentucky
9535,eg:Record,84000,Lewis,Survivors / Children,125,Kentucky
9536,eg:Record,775000,Lewis,Disability / Disabled workers,745,Kentucky
9537,eg:Record,8000,Lewis,Disability / Spouses,35,Kentucky
9538,eg:Record,44000,Lewis,Disability / Children,135,Kentucky
9539,eg:Record,1058000,Lewis,Aged 65 or older / Men,865,Kentucky
9540,eg:Record,4326000,Lincoln,Retirement / Retired workers,3685,Kentucky
9541,eg:Record,107000,Lincoln,Retirement / Spouses,195,Kentucky
9542,eg:Record,33000,Lincoln,Retirement / Children,65,Kentucky
9543,eg:Record,484000,Lincoln,Survivors / Widow(er)s and parents,475,Kentucky
9544,eg:Record,160000,Lincoln,Survivors / Children,225,Kentucky
9545,eg:Record,1598000,Lincoln,Disability / Disabled workers,1430,Kentucky
9546,eg:Record,7000,Lincoln,Disability / Spouses,20,Kentucky
9547,eg:Record,110000,Lincoln,Disability / Children,280,Kentucky
9548,eg:Record,2317000,Lincoln,Aged 65 or older / Men,1785,Kentucky
9549,eg:Record,2327000,Livingston,Retirement / Retired workers,1730,Kentucky
9550,eg:Record,74000,Livingston,Retirement / Spouses,100,Kentucky
9551,eg:Record,19000,Livingston,Retirement / Children,25,Kentucky
9552,eg:Record,267000,Livingston,Survivors / Widow(er)s and parents,220,Kentucky
9553,eg:Record,68000,Livingston,Survivors / Children,85,Kentucky
9554,eg:Record,678000,Livingston,Disability / Disabled workers,570,Kentucky
9555,eg:Record,5000,Livingston,Disability / Spouses,15,Kentucky
9556,eg:Record,28000,Livingston,Disability / Children,95,Kentucky
9557,eg:Record,1362000,Livingston,Aged 65 or older / Men,875,Kentucky
9558,eg:Record,5257000,Logan,Retirement / Retired workers,4215,Kentucky
9559,eg:Record,134000,Logan,Retirement / Spouses,210,Kentucky
9560,eg:Record,30000,Logan,Retirement / Children,50,Kentucky
9561,eg:Record,577000,Logan,Survivors / Widow(er)s and parents,510,Kentucky
9562,eg:Record,170000,Logan,Survivors / Children,215,Kentucky
9563,eg:Record,1399000,Logan,Disability / Disabled workers,1230,Kentucky
9564,eg:Record,3000,Logan,Disability / Spouses,10,Kentucky
9565,eg:Record,62000,Logan,Disability / Children,200,Kentucky
9566,eg:Record,2864000,Logan,Aged 65 or older / Men,2035,Kentucky
9567,eg:Record,2380000,Lyon,Retirement / Retired workers,1715,Kentucky
9568,eg:Record,49000,Lyon,Retirement / Spouses,60,Kentucky
9569,eg:Record,10000,Lyon,Retirement / Children,15,Kentucky
9570,eg:Record,209000,Lyon,Survivors / Widow(er)s and parents,170,Kentucky
9571,eg:Record,44000,Lyon,Survivors / Children,55,Kentucky
9572,eg:Record,483000,Lyon,Disability / Disabled workers,395,Kentucky
9573,eg:Record,3000,Lyon,Disability / Spouses,5,Kentucky
9574,eg:Record,19000,Lyon,Disability / Children,60,Kentucky
9575,eg:Record,1356000,Lyon,Aged 65 or older / Men,835,Kentucky
9576,eg:Record,14872000,McCracken,Retirement / Retired workers,10670,Kentucky
